type;n;k;comps;swaps
ExperimentalSelect9;5400;9;64379;29715
ExperimentalSelect3;5400;3;28728;13058
ExperimentalSelect5;5400;5;45075;19120
ExperimentalSelect7;5400;7;56275;23519
ExperimentalSelect9;5400;9;64883;27362
ExperimentalSelect3;5400;3;34004;14308
ExperimentalSelect5;5400;5;41741;17994
ExperimentalSelect7;5400;7;55185;24542
ExperimentalSelect9;5400;9;63480;27021
ExperimentalSelect3;5400;3;33756;13647
ExperimentalSelect5;5400;5;43172;19215
ExperimentalSelect7;5400;7;53444;23768
ExperimentalSelect9;5400;9;66184;28446
ExperimentalSelect3;5400;3;31981;13419
ExperimentalSelect5;5400;5;42393;18771
ExperimentalSelect7;5400;7;51373;24079
ExperimentalSelect9;5400;9;61528;26722
ExperimentalSelect3;5400;3;32732;13451
ExperimentalSelect5;5400;5;44671;18064
ExperimentalSelect7;5400;7;52535;24148
ExperimentalSelect9;5400;9;62705;27774
ExperimentalSelect3;5400;3;30720;13500
ExperimentalSelect5;5400;5;44287;18813
ExperimentalSelect7;5400;7;55534;23176
ExperimentalSelect9;5400;9;62073;28871
ExperimentalSelect3;5400;3;42331;18910
ExperimentalSelect5;5400;5;43023;18200
ExperimentalSelect7;5400;7;49937;23958
ExperimentalSelect9;5400;9;63256;26780
ExperimentalSelect3;5400;3;36652;14792
ExperimentalSelect5;5400;5;42655;17284
ExperimentalSelect7;5400;7;55573;22374
ExperimentalSelect9;5400;9;60982;28343
ExperimentalSelect3;5400;3;32541;13784
ExperimentalSelect5;5400;5;38603;18631
ExperimentalSelect7;5400;7;56540;24313
ExperimentalSelect9;5400;9;62843;29420
ExperimentalSelect3;5400;3;30578;13292
ExperimentalSelect5;5400;5;44872;18080
ExperimentalSelect7;5400;7;55226;24736
ExperimentalSelect9;5400;9;62157;27535
ExperimentalSelect3;5400;3;29033;13147
ExperimentalSelect5;5400;5;41892;17417
ExperimentalSelect7;5400;7;54489;23324
ExperimentalSelect9;5400;9;67812;29163
ExperimentalSelect3;5400;3;31331;13410
ExperimentalSelect5;5400;5;43601;18873
ExperimentalSelect7;5400;7;56202;23693
ExperimentalSelect9;5400;9;64504;29670
ExperimentalSelect3;5400;3;29082;13321
ExperimentalSelect5;5400;5;44688;18019
ExperimentalSelect7;5400;7;52830;22662
ExperimentalSelect9;5400;9;63398;29820
ExperimentalSelect3;5400;3;30170;13355
ExperimentalSelect5;5400;5;39783;18282
ExperimentalSelect7;5400;7;53956;23034
ExperimentalSelect9;5400;9;63845;29817
ExperimentalSelect3;5400;3;34887;13326
ExperimentalSelect5;5400;5;44853;19505
ExperimentalSelect7;5400;7;51574;24324
ExperimentalSelect9;5400;9;66124;26617
ExperimentalSelect3;5400;3;30069;12967
ExperimentalSelect5;5400;5;44981;18553
ExperimentalSelect7;5400;7;56101;23636
ExperimentalSelect9;5400;9;66657;28401
ExperimentalSelect3;5400;3;34193;13803
ExperimentalSelect5;5400;5;44987;18529
ExperimentalSelect7;5400;7;51061;22394
ExperimentalSelect9;5400;9;66983;27961
ExperimentalSelect3;5400;3;32462;14315
ExperimentalSelect5;5400;5;41976;17167
ExperimentalSelect7;5400;7;53533;24054
ExperimentalSelect9;5400;9;65013;29193
ExperimentalSelect3;5400;3;29147;13166
ExperimentalSelect5;5400;5;41766;18736
ExperimentalSelect7;5400;7;51795;22341
ExperimentalSelect9;5400;9;62784;27824
ExperimentalSelect3;5400;3;32407;13928
ExperimentalSelect5;5400;5;43070;18055
ExperimentalSelect7;5400;7;55010;22477
ExperimentalSelect9;5400;9;65539;27497
ExperimentalSelect3;5400;3;34321;13545
ExperimentalSelect5;5400;5;45807;18494
ExperimentalSelect7;5400;7;53407;23656
ExperimentalSelect9;5400;9;60304;28135
ExperimentalSelect3;5400;3;32936;13709
ExperimentalSelect5;5400;5;41871;18369
ExperimentalSelect7;5400;7;49952;23947
ExperimentalSelect9;5400;9;61425;28298
ExperimentalSelect3;5400;3;31441;13232
ExperimentalSelect5;5400;5;45346;19783
ExperimentalSelect7;5400;7;51506;22616
ExperimentalSelect9;5400;9;65935;27980
ExperimentalSelect3;5400;3;37262;15881
ExperimentalSelect5;5400;5;43671;18617
ExperimentalSelect7;5400;7;51933;22295
ExperimentalSelect9;5400;9;63414;28281
ExperimentalSelect3;5400;3;32599;14036
ExperimentalSelect5;5400;5;43444;18599
ExperimentalSelect7;5400;7;52836;22281
ExperimentalSelect9;5400;9;59977;27362
ExperimentalSelect3;5400;3;34407;13605
ExperimentalSelect5;5400;5;45325;18490
ExperimentalSelect7;5400;7;51604;23760
ExperimentalSelect9;5400;9;62468;26723
ExperimentalSelect3;5400;3;34154;13294
ExperimentalSelect5;5400;5;44993;18378
ExperimentalSelect7;5400;7;53753;22603
ExperimentalSelect9;5400;9;65308;29189
ExperimentalSelect3;5400;3;37267;16947
ExperimentalSelect5;5400;5;41577;17768
ExperimentalSelect7;5400;7;55954;23482
ExperimentalSelect9;5400;9;66666;28139
ExperimentalSelect3;5400;3;29612;13604
ExperimentalSelect5;5400;5;38654;17468
ExperimentalSelect7;5400;7;51322;23669
ExperimentalSelect9;5400;9;62032;28733
ExperimentalSelect3;5400;3;31077;12935
ExperimentalSelect5;5400;5;44294;17627
ExperimentalSelect7;5400;7;56397;23604
ExperimentalSelect9;5400;9;66695;29371
ExperimentalSelect3;5400;3;34024;13095
ExperimentalSelect5;5400;5;39051;17193
ExperimentalSelect7;5400;7;52632;22194
ExperimentalSelect9;5400;9;64578;27501
ExperimentalSelect3;5400;3;30106;13364
ExperimentalSelect5;5400;5;41790;18902
ExperimentalSelect7;5400;7;50177;21844
ExperimentalSelect9;5400;9;65630;29716
ExperimentalSelect3;5400;3;30892;12842
ExperimentalSelect5;5400;5;39959;17781
ExperimentalSelect7;5400;7;56222;23476
ExperimentalSelect9;5400;9;61433;27237
ExperimentalSelect3;5400;3;31542;12837
ExperimentalSelect5;5400;5;46006;17928
ExperimentalSelect7;5400;7;57876;24688
ExperimentalSelect9;5400;9;63425;26798
ExperimentalSelect3;5400;3;35348;15446
ExperimentalSelect5;5400;5;41761;18538
ExperimentalSelect7;5400;7;50196;22437
ExperimentalSelect9;5400;9;62330;28033
ExperimentalSelect3;5400;3;34849;13465
ExperimentalSelect5;5400;5;45033;18123
ExperimentalSelect7;5400;7;54779;22708
ExperimentalSelect9;5400;9;63322;28256
ExperimentalSelect3;5400;3;32763;13524
ExperimentalSelect5;5400;5;41542;18996
ExperimentalSelect7;5400;7;52711;22373
ExperimentalSelect9;5400;9;61984;27227
ExperimentalSelect3;5400;3;32595;14142
ExperimentalSelect5;5400;5;43164;17995
ExperimentalSelect7;5400;7;59807;24919
ExperimentalSelect9;5400;9;62390;28425
ExperimentalSelect3;5400;3;31275;13542
ExperimentalSelect5;5400;5;42297;17572
ExperimentalSelect7;5400;7;59451;24312
ExperimentalSelect9;5400;9;64686;28589
ExperimentalSelect3;5400;3;31510;14131
ExperimentalSelect5;5400;5;38814;18383
ExperimentalSelect7;5400;7;54608;22838
ExperimentalSelect9;5400;9;61534;27904
ExperimentalSelect3;5400;3;34741;13849
ExperimentalSelect5;5400;5;46604;18735
ExperimentalSelect7;5400;7;52900;22020
ExperimentalSelect9;5400;9;66176;29636
ExperimentalSelect3;5400;3;34910;14283
ExperimentalSelect5;5400;5;44237;18887
ExperimentalSelect7;5400;7;55705;24670
ExperimentalSelect9;5400;9;61866;28474
ExperimentalSelect3;5400;3;33584;13071
ExperimentalSelect5;5400;5;44999;18458
ExperimentalSelect7;5400;7;52296;22222
ExperimentalSelect9;5400;9;65862;27343
ExperimentalSelect3;5400;3;34368;13876
ExperimentalSelect5;5400;5;43479;18529
ExperimentalSelect7;5400;7;54917;22870
ExperimentalSelect9;5400;9;64722;28655
ExperimentalSelect3;5400;3;30584;13334
ExperimentalSelect5;5400;5;41849;18600
ExperimentalSelect7;5400;7;53769;23354
ExperimentalSelect9;5400;9;60012;28157
ExperimentalSelect3;5400;3;32040;13959
ExperimentalSelect5;5400;5;42363;19080
ExperimentalSelect7;5400;7;53476;23277
ExperimentalSelect9;5400;9;61100;27856
ExperimentalSelect3;5400;3;30692;13592
ExperimentalSelect5;5400;5;40781;18731
ExperimentalSelect7;5400;7;52404;23196
ExperimentalSelect9;5400;9;61811;29567
ExperimentalSelect3;5400;3;33443;13564
ExperimentalSelect5;5400;5;45066;18685
ExperimentalSelect7;5400;7;48253;22863
ExperimentalSelect9;5400;9;63541;29519
ExperimentalSelect3;5400;3;47508;22816
ExperimentalSelect5;5400;5;47018;18869
ExperimentalSelect7;5400;7;49991;22401
ExperimentalSelect9;5400;9;64086;26593
ExperimentalSelect3;5400;3;31246;13168
ExperimentalSelect5;5400;5;40176;17728
ExperimentalSelect7;5400;7;53191;23515
ExperimentalSelect9;5400;9;62429;28157
ExperimentalSelect3;5400;3;30533;13848
ExperimentalSelect5;5400;5;46023;18655
ExperimentalSelect7;5400;7;56411;24403
ExperimentalSelect9;5400;9;65690;27152
ExperimentalSelect3;5500;3;29984;14294
ExperimentalSelect5;5500;5;47820;17998
ExperimentalSelect7;5500;7;56334;25057
ExperimentalSelect9;5500;9;65754;27586
ExperimentalSelect3;5500;3;34847;12892
ExperimentalSelect5;5500;5;44921;18227
ExperimentalSelect7;5500;7;57275;23524
ExperimentalSelect9;5500;9;62987;27544
ExperimentalSelect3;5500;3;33820;13839
ExperimentalSelect5;5500;5;41764;19095
ExperimentalSelect7;5500;7;55798;22676
ExperimentalSelect9;5500;9;63407;27402
ExperimentalSelect3;5500;3;34453;14078
ExperimentalSelect5;5500;5;41348;18801
ExperimentalSelect7;5500;7;58457;25162
ExperimentalSelect9;5500;9;68822;27439
ExperimentalSelect3;5500;3;30355;13400
ExperimentalSelect5;5500;5;44958;18003
ExperimentalSelect7;5500;7;54937;21978
ExperimentalSelect9;5500;9;65942;28976
ExperimentalSelect3;5500;3;31149;14042
ExperimentalSelect5;5500;5;40380;19732
ExperimentalSelect7;5500;7;53713;24274
ExperimentalSelect9;5500;9;67569;27189
ExperimentalSelect3;5500;3;35719;13448
ExperimentalSelect5;5500;5;43362;18393
ExperimentalSelect7;5500;7;52026;22213
ExperimentalSelect9;5500;9;62709;29766
ExperimentalSelect3;5500;3;29813;12440
ExperimentalSelect5;5500;5;45165;18483
ExperimentalSelect7;5500;7;54456;24098
ExperimentalSelect9;5500;9;66572;27966
ExperimentalSelect3;5500;3;31234;13183
ExperimentalSelect5;5500;5;44924;18854
ExperimentalSelect7;5500;7;55026;22154
ExperimentalSelect9;5500;9;60984;28485
ExperimentalSelect3;5500;3;30956;14104
ExperimentalSelect5;5500;5;39081;17483
ExperimentalSelect7;5500;7;51558;25023
ExperimentalSelect9;5500;9;65436;30002
ExperimentalSelect3;5500;3;33488;13370
ExperimentalSelect5;5500;5;47110;19764
ExperimentalSelect7;5500;7;52768;22214
ExperimentalSelect9;5500;9;65229;28789
ExperimentalSelect3;5500;3;30683;12400
ExperimentalSelect5;5500;5;43544;19519
ExperimentalSelect7;5500;7;49616;22708
ExperimentalSelect9;5500;9;63424;28548
ExperimentalSelect3;5500;3;30475;13077
ExperimentalSelect5;5500;5;43568;18222
ExperimentalSelect7;5500;7;56164;22700
ExperimentalSelect9;5500;9;62493;29184
ExperimentalSelect3;5500;3;34389;14005
ExperimentalSelect5;5500;5;39254;18990
ExperimentalSelect7;5500;7;50983;23876
ExperimentalSelect9;5500;9;66632;26625
ExperimentalSelect3;5500;3;37037;15047
ExperimentalSelect5;5500;5;39302;18160
ExperimentalSelect7;5500;7;58061;24927
ExperimentalSelect9;5500;9;65494;27777
ExperimentalSelect3;5500;3;33347;13364
ExperimentalSelect5;5500;5;43654;18518
ExperimentalSelect7;5500;7;53846;22794
ExperimentalSelect9;5500;9;64060;27916
ExperimentalSelect3;5500;3;32464;13260
ExperimentalSelect5;5500;5;41867;19475
ExperimentalSelect7;5500;7;53335;24605
ExperimentalSelect9;5500;9;67840;29376
ExperimentalSelect3;5500;3;32143;13812
ExperimentalSelect5;5500;5;45784;20321
ExperimentalSelect7;5500;7;54695;25051
ExperimentalSelect9;5500;9;65219;29171
ExperimentalSelect3;5500;3;33177;13124
ExperimentalSelect5;5500;5;45824;18530
ExperimentalSelect7;5500;7;49213;24422
ExperimentalSelect9;5500;9;64749;27791
ExperimentalSelect3;5500;3;30079;13001
ExperimentalSelect5;5500;5;40066;18034
ExperimentalSelect7;5500;7;52190;24632
ExperimentalSelect9;5500;9;62345;26896
ExperimentalSelect3;5500;3;33656;13293
ExperimentalSelect5;5500;5;41903;17919
ExperimentalSelect7;5500;7;56473;23110
ExperimentalSelect9;5500;9;64316;30665
ExperimentalSelect3;5500;3;30281;14029
ExperimentalSelect5;5500;5;46476;19798
ExperimentalSelect7;5500;7;59275;24587
ExperimentalSelect9;5500;9;65725;29100
ExperimentalSelect3;5500;3;33852;13334
ExperimentalSelect5;5500;5;44825;19062
ExperimentalSelect7;5500;7;56290;22175
ExperimentalSelect9;5500;9;62386;26964
ExperimentalSelect3;5500;3;33398;13776
ExperimentalSelect5;5500;5;44110;17694
ExperimentalSelect7;5500;7;56658;24519
ExperimentalSelect9;5500;9;66811;29867
ExperimentalSelect3;5500;3;33546;13768
ExperimentalSelect5;5500;5;44050;19318
ExperimentalSelect7;5500;7;50218;24417
ExperimentalSelect9;5500;9;62579;26999
ExperimentalSelect3;5500;3;34589;13680
ExperimentalSelect5;5500;5;42737;18959
ExperimentalSelect7;5500;7;56438;24406
ExperimentalSelect9;5500;9;63510;29497
ExperimentalSelect3;5500;3;36250;14709
ExperimentalSelect5;5500;5;44422;18874
ExperimentalSelect7;5500;7;56761;22653
ExperimentalSelect9;5500;9;62819;27356
ExperimentalSelect3;5500;3;33297;13531
ExperimentalSelect5;5500;5;43928;18535
ExperimentalSelect7;5500;7;48761;22579
ExperimentalSelect9;5500;9;63460;29591
ExperimentalSelect3;5500;3;30123;13015
ExperimentalSelect5;5500;5;41375;18117
ExperimentalSelect7;5500;7;55600;23213
ExperimentalSelect9;5500;9;63035;26857
ExperimentalSelect3;5500;3;32034;14014
ExperimentalSelect5;5500;5;42877;17678
ExperimentalSelect7;5500;7;48319;22057
ExperimentalSelect9;5500;9;63162;27617
ExperimentalSelect3;5500;3;33852;13989
ExperimentalSelect5;5500;5;47177;19175
ExperimentalSelect7;5500;7;54128;23322
ExperimentalSelect9;5500;9;63366;28096
ExperimentalSelect3;5500;3;29193;12745
ExperimentalSelect5;5500;5;45793;18954
ExperimentalSelect7;5500;7;54662;22762
ExperimentalSelect9;5500;9;63910;27358
ExperimentalSelect3;5500;3;33163;13316
ExperimentalSelect5;5500;5;43732;18324
ExperimentalSelect7;5500;7;50736;22872
ExperimentalSelect9;5500;9;62955;28112
ExperimentalSelect3;5500;3;32061;13355
ExperimentalSelect5;5500;5;43999;17728
ExperimentalSelect7;5500;7;51434;22661
ExperimentalSelect9;5500;9;65647;27769
ExperimentalSelect3;5500;3;33454;13527
ExperimentalSelect5;5500;5;47234;19538
ExperimentalSelect7;5500;7;56512;22392
ExperimentalSelect9;5500;9;62987;28310
ExperimentalSelect3;5500;3;32488;13298
ExperimentalSelect5;5500;5;40326;18301
ExperimentalSelect7;5500;7;55108;24105
ExperimentalSelect9;5500;9;66603;27433
ExperimentalSelect3;5500;3;32598;13777
ExperimentalSelect5;5500;5;40296;17609
ExperimentalSelect7;5500;7;50347;23402
ExperimentalSelect9;5500;9;64203;26959
ExperimentalSelect3;5500;3;31509;13207
ExperimentalSelect5;5500;5;41654;17952
ExperimentalSelect7;5500;7;53793;22460
ExperimentalSelect9;5500;9;64935;28576
ExperimentalSelect3;5500;3;32449;13414
ExperimentalSelect5;5500;5;39674;17649
ExperimentalSelect7;5500;7;48562;20697
ExperimentalSelect9;5500;9;64219;29532
ExperimentalSelect3;5500;3;31516;13290
ExperimentalSelect5;5500;5;41343;17834
ExperimentalSelect7;5500;7;52368;22883
ExperimentalSelect9;5500;9;60316;26623
ExperimentalSelect3;5500;3;33571;13219
ExperimentalSelect5;5500;5;45055;17521
ExperimentalSelect7;5500;7;53772;22668
ExperimentalSelect9;5500;9;63410;27474
ExperimentalSelect3;5500;3;31241;13704
ExperimentalSelect5;5500;5;45504;18393
ExperimentalSelect7;5500;7;56919;22475
ExperimentalSelect9;5500;9;65481;29201
ExperimentalSelect3;5500;3;31675;13428
ExperimentalSelect5;5500;5;45773;18259
ExperimentalSelect7;5500;7;51687;24550
ExperimentalSelect9;5500;9;65775;30718
ExperimentalSelect3;5500;3;31232;13618
ExperimentalSelect5;5500;5;46548;20041
ExperimentalSelect7;5500;7;58037;23338
ExperimentalSelect9;5500;9;63320;26720
ExperimentalSelect3;5500;3;31428;13753
ExperimentalSelect5;5500;5;44903;19457
ExperimentalSelect7;5500;7;55933;22955
ExperimentalSelect9;5500;9;65548;27979
ExperimentalSelect3;5500;3;28586;13000
ExperimentalSelect5;5500;5;43941;17965
ExperimentalSelect7;5500;7;57392;24040
ExperimentalSelect9;5500;9;65795;28628
ExperimentalSelect3;5500;3;33353;13672
ExperimentalSelect5;5500;5;44423;18471
ExperimentalSelect7;5500;7;51135;20486
ExperimentalSelect9;5500;9;64378;27068
ExperimentalSelect3;5500;3;34323;13746
ExperimentalSelect5;5500;5;44805;18714
ExperimentalSelect7;5500;7;53125;24122
ExperimentalSelect9;5500;9;67397;27832
ExperimentalSelect3;5500;3;34506;14165
ExperimentalSelect5;5500;5;45994;19146
ExperimentalSelect7;5500;7;57587;22845
ExperimentalSelect9;5500;9;68079;28361
ExperimentalSelect3;5500;3;34297;13389
ExperimentalSelect5;5500;5;46288;19297
ExperimentalSelect7;5500;7;52791;23414
ExperimentalSelect9;5500;9;62538;28248
ExperimentalSelect3;5500;3;33758;13011
ExperimentalSelect5;5500;5;43517;18061
ExperimentalSelect7;5500;7;54047;22908
ExperimentalSelect9;5500;9;66108;29663
ExperimentalSelect3;5500;3;34039;13242
ExperimentalSelect5;5500;5;46061;18345
ExperimentalSelect7;5500;7;55253;22143
ExperimentalSelect9;5500;9;65050;28464
ExperimentalSelect3;5500;3;34149;15171
ExperimentalSelect5;5500;5;39746;18664
ExperimentalSelect7;5500;7;54335;23610
ExperimentalSelect9;5500;9;64316;28227
ExperimentalSelect3;5500;3;30361;13110
ExperimentalSelect5;5500;5;43671;19394
ExperimentalSelect7;5500;7;48055;21043
ExperimentalSelect9;5500;9;63425;27518
ExperimentalSelect3;5500;3;32304;13279
ExperimentalSelect5;5500;5;45688;17923
ExperimentalSelect7;5500;7;51995;22379
ExperimentalSelect9;5500;9;67247;29388
ExperimentalSelect3;5500;3;32714;13833
ExperimentalSelect5;5500;5;41091;17163
ExperimentalSelect7;5500;7;55732;25130
ExperimentalSelect9;5500;9;61411;28098
ExperimentalSelect3;5500;3;30861;13867
ExperimentalSelect5;5500;5;43261;18326
ExperimentalSelect7;5500;7;51332;22477
ExperimentalSelect9;5500;9;63429;28722
ExperimentalSelect3;5500;3;32240;13429
ExperimentalSelect5;5500;5;40839;17936
ExperimentalSelect7;5500;7;53175;23586
ExperimentalSelect9;5500;9;63401;27430
ExperimentalSelect3;5500;3;33193;13225
ExperimentalSelect5;5500;5;43183;17725
ExperimentalSelect7;5500;7;51039;23097
ExperimentalSelect9;5500;9;65189;28018
ExperimentalSelect3;5500;3;29997;13477
ExperimentalSelect5;5500;5;41553;17965
ExperimentalSelect7;5500;7;55728;23771
ExperimentalSelect9;5500;9;66348;28918
ExperimentalSelect3;5500;3;32538;13361
ExperimentalSelect5;5500;5;44909;18354
ExperimentalSelect7;5500;7;55547;23948
ExperimentalSelect9;5500;9;66750;29275
ExperimentalSelect3;5500;3;30147;12651
ExperimentalSelect5;5500;5;40252;18948
ExperimentalSelect7;5500;7;53147;22871
ExperimentalSelect9;5500;9;61960;27114
ExperimentalSelect3;5500;3;28589;13204
ExperimentalSelect5;5500;5;44471;18480
ExperimentalSelect7;5500;7;56564;23186
ExperimentalSelect9;5500;9;65492;27125
ExperimentalSelect3;5500;3;30258;13256
ExperimentalSelect5;5500;5;40288;19114
ExperimentalSelect7;5500;7;52087;22336
ExperimentalSelect9;5500;9;64087;28483
ExperimentalSelect3;5500;3;31350;13535
ExperimentalSelect5;5500;5;43395;19058
ExperimentalSelect7;5500;7;47601;20672
ExperimentalSelect9;5500;9;65260;27110
ExperimentalSelect3;5500;3;31078;14167
ExperimentalSelect5;5500;5;41178;18769
ExperimentalSelect7;5500;7;53143;23740
ExperimentalSelect9;5500;9;62344;28837
ExperimentalSelect3;5500;3;30407;12795
ExperimentalSelect5;5500;5;45738;18566
ExperimentalSelect7;5500;7;53149;23958
ExperimentalSelect9;5500;9;66805;27483
ExperimentalSelect3;5500;3;31039;13281
ExperimentalSelect5;5500;5;39408;18624
ExperimentalSelect7;5500;7;56305;24549
ExperimentalSelect9;5500;9;64661;29695
ExperimentalSelect3;5500;3;35895;13264
ExperimentalSelect5;5500;5;41401;19730
ExperimentalSelect7;5500;7;50933;22581
ExperimentalSelect9;5500;9;65092;27662
ExperimentalSelect3;5500;3;35122;13259
ExperimentalSelect5;5500;5;43687;18429
ExperimentalSelect7;5500;7;53204;22246
ExperimentalSelect9;5500;9;61961;28489
ExperimentalSelect3;5500;3;30000;12926
ExperimentalSelect5;5500;5;44366;17833
ExperimentalSelect7;5500;7;53618;23754
ExperimentalSelect9;5500;9;65428;29725
ExperimentalSelect3;5500;3;32476;13926
ExperimentalSelect5;5500;5;41553;18675
ExperimentalSelect7;5500;7;53862;24513
ExperimentalSelect9;5500;9;60865;28387
ExperimentalSelect3;5500;3;30991;13489
ExperimentalSelect5;5500;5;45059;17472
ExperimentalSelect7;5500;7;57867;22620
ExperimentalSelect9;5500;9;64369;27675
ExperimentalSelect3;5500;3;33747;13715
ExperimentalSelect5;5500;5;43147;18322
ExperimentalSelect7;5500;7;56823;24018
ExperimentalSelect9;5500;9;64873;30598
ExperimentalSelect3;5500;3;35676;13916
ExperimentalSelect5;5500;5;42241;17982
ExperimentalSelect7;5500;7;55470;25757
ExperimentalSelect9;5500;9;67647;27845
ExperimentalSelect3;5500;3;32261;13144
ExperimentalSelect5;5500;5;42222;19124
ExperimentalSelect7;5500;7;58529;23300
ExperimentalSelect9;5500;9;64645;28064
ExperimentalSelect3;5500;3;30004;13142
ExperimentalSelect5;5500;5;43535;19021
ExperimentalSelect7;5500;7;52744;24142
ExperimentalSelect9;5500;9;68971;27862
ExperimentalSelect3;5500;3;30457;13092
ExperimentalSelect5;5500;5;44176;18447
ExperimentalSelect7;5500;7;56802;23917
ExperimentalSelect9;5500;9;64046;28490
ExperimentalSelect3;5500;3;33597;13218
ExperimentalSelect5;5500;5;42897;18178
