type;n;m;comps;swaps
select;6400;1124;49268;21731
randomSelect;6400;1124;17299;9179
select;6400;1124;53860;22051
randomSelect;6400;1124;19036;10126
select;6400;1124;49692;20926
randomSelect;6400;1124;20773;10495
select;6400;1124;57352;23162
randomSelect;6400;1124;10991;4407
select;6400;1124;53700;23672
randomSelect;6400;1124;16693;4694
select;6400;1124;51061;22691
randomSelect;6400;1124;20990;14172
select;6400;1124;47961;21871
randomSelect;6400;1124;24395;16370
select;6400;1124;62832;26414
randomSelect;6400;1124;24966;15739
select;6400;1124;50340;22329
randomSelect;6400;1124;15775;6267
select;6400;1124;51560;23191
randomSelect;6400;1124;8995;2949
select;6400;1124;52410;22015
randomSelect;6400;1124;19040;10963
select;6400;1124;58180;23016
randomSelect;6500;1442;20300;12339
select;6500;1442;55906;23673
randomSelect;6500;1442;32177;20361
select;6500;1442;55824;24456
randomSelect;6500;1442;14153;4049
select;6500;1442;50046;21154
randomSelect;6500;1442;11194;3571
select;6500;1442;52208;21909
randomSelect;6500;1442;18458;12065
select;6500;1442;48866;22249
randomSelect;6500;1442;10756;3572
select;6500;1442;54069;22996
randomSelect;6500;1442;15825;7029
select;6500;1442;53039;23107
randomSelect;6500;1442;28446;16270
select;6500;1442;57198;22890
randomSelect;6500;1442;14991;8425
select;6500;1442;54373;22038
randomSelect;6500;1442;15236;6242
select;6500;1442;48907;20968
randomSelect;6500;1442;17935;7584
select;6500;1442;56777;24800
randomSelect;6500;1442;20100;9415
select;6500;1442;58797;23327
randomSelect;6500;1442;19499;13268
select;6500;1442;52377;22194
randomSelect;6500;1442;27541;9600
select;6500;1442;50853;22681
randomSelect;6500;1442;23460;12323
select;6500;1442;55649;23572
randomSelect;6500;1442;30701;21608
select;6500;1442;52803;22903
randomSelect;6500;1442;17738;11035
select;6500;1442;49718;21389
randomSelect;6500;1442;11449;5134
select;6500;1442;53373;23003
randomSelect;6500;1442;15729;3519
select;6500;1442;57262;22945
randomSelect;6500;1442;22767;13939
select;6500;1442;57008;23363
randomSelect;6500;1442;22439;14303
select;6500;1442;55706;22701
randomSelect;6500;1442;15870;7433
select;6500;1442;55769;22092
randomSelect;6500;1442;13929;6973
select;6500;1442;48249;22359
randomSelect;6500;1442;31297;24531
select;6500;1442;50377;22955
randomSelect;6500;1442;25896;16494
select;6500;1442;49380;21403
randomSelect;6500;1442;43146;23320
select;6500;1442;54794;22889
randomSelect;6500;1442;18013;6688
select;6500;1442;54146;21672
randomSelect;6500;1442;16420;8114
select;6500;1442;56651;22190
randomSelect;6500;1442;19377;7466
select;6500;1442;52749;21576
randomSelect;6500;1442;14976;7876
select;6500;1442;58983;23403
randomSelect;6500;1442;14560;6372
select;6500;1442;49153;22308
randomSelect;6500;1442;23388;5594
select;6500;1442;52715;22593
randomSelect;6500;1442;27470;16755
select;6500;1442;58621;23949
randomSelect;6500;1442;37952;26574
select;6500;1442;53169;22596
randomSelect;6500;1442;17583;8925
select;6500;1442;52419;22522
randomSelect;6500;1442;19393;8043
select;6500;1442;55940;23022
randomSelect;6500;1442;15855;9340
select;6500;1442;49225;21514
randomSelect;6500;1442;22063;15155
select;6500;1442;53758;24246
randomSelect;6500;1442;35387;25410
select;6500;1442;50896;22925
randomSelect;6500;1442;15591;7917
select;6500;1442;56343;22637
randomSelect;6500;1442;22692;11332
select;6500;1442;55136;22646
randomSelect;6500;1442;20184;8496
select;6500;1442;54471;22001
randomSelect;6500;1442;18445;10610
select;6500;1442;54303;23915
randomSelect;6500;1442;23793;16985
select;6500;1442;54775;22269
randomSelect;6500;1442;13430;4357
select;6500;1442;55206;22607
randomSelect;6500;1442;14088;4983
select;6500;1442;53910;23005
randomSelect;6500;1442;16411;9342
select;6500;1442;51427;22195
randomSelect;6500;1442;20919;13451
select;6500;1442;51421;22892
randomSelect;6500;1442;14228;8665
select;6500;1442;52023;23061
randomSelect;6500;1442;32850;18627
select;6500;1442;58882;24564
randomSelect;6500;1442;23032;15883
select;6500;1442;54571;22585
randomSelect;6500;1442;25978;11829
select;6500;1442;54641;22483
randomSelect;6500;1442;12792;4906
select;6500;1442;56686;21996
randomSelect;6500;1442;11447;5641
select;6500;1442;54249;22690
randomSelect;6500;1442;49047;16833
select;6500;1442;55795;23804
randomSelect;6500;1442;24272;17399
select;6500;1442;56059;22620
randomSelect;6500;1442;9615;3628
select;6500;1442;59047;23884
randomSelect;6500;1442;22467;10817
select;6500;1442;54264;22718
randomSelect;6500;1442;25769;13474
select;6500;1442;58225;22717
randomSelect;6500;1442;17580;10967
select;6500;1442;58739;23157
randomSelect;6500;1442;20703;10741
select;6500;1442;54074;22084
randomSelect;6500;1442;25166;10486
select;6500;1442;51930;21950
randomSelect;6500;1442;10534;3458
select;6500;1442;63527;27575
randomSelect;6500;1442;22631;11924
select;6500;1442;54680;21844
randomSelect;6500;1442;19116;12619
select;6500;1442;47484;20914
randomSelect;6500;1442;20927;14702
select;6500;1442;51496;21769
randomSelect;6500;1442;21906;9797
select;6500;1442;54904;23213
randomSelect;6500;1442;38665;20204
select;6500;1442;49868;21802
randomSelect;6500;1442;18116;9408
select;6500;1442;52352;22962
randomSelect;6500;1442;12427;5064
select;6500;1442;57940;23723
randomSelect;6500;1442;16215;11074
select;6500;1442;54492;23620
randomSelect;6500;1442;16487;7035
select;6500;1442;46541;21746
randomSelect;6500;1442;25615;11840
select;6500;1442;53078;22681
randomSelect;6500;1442;33474;21319
select;6500;1442;51522;22506
randomSelect;6500;1442;23173;13159
select;6500;1442;57663;24028
randomSelect;6500;1442;25424;16291
select;6500;1442;52452;22345
randomSelect;6500;1442;21002;9143
select;6500;1442;53345;21295
randomSelect;6500;1442;30459;16848
select;6500;1442;62381;27114
randomSelect;6500;1442;10331;4367
select;6500;1442;52587;21829
randomSelect;6500;1442;15363;9060
select;6500;1442;56189;22157
randomSelect;6500;1442;11762;6137
select;6500;1442;54371;22863
randomSelect;6500;1442;14878;6868
select;6500;1442;52881;22794
randomSelect;6500;1442;20358;9840
select;6500;1442;52940;21996
randomSelect;6500;1442;18493;6023
select;6500;1442;47048;20774
randomSelect;6500;1442;28286;13674
select;6500;1442;53618;22875
randomSelect;6500;1442;10208;4068
select;6500;1442;54807;22090
randomSelect;6500;1442;28400;16904
select;6500;1442;50839;22190
randomSelect;6500;1442;11703;3486
select;6500;1442;52584;22860
randomSelect;6500;1442;35820;20627
select;6500;1442;50942;22581
randomSelect;6500;1442;13930;8552
select;6500;1442;52983;21715
randomSelect;6500;1442;16869;9053
select;6500;1442;53339;21819
randomSelect;6500;1442;13932;6184
select;6500;1442;56617;23993
randomSelect;6500;1442;13801;8128
select;6500;1442;55636;23542
randomSelect;6500;1442;20736;12288
select;6500;1442;60768;27275
randomSelect;6500;1442;21313;15496
select;6500;1442;46465;21068
randomSelect;6500;1442;16259;7133
select;6500;1442;45998;21438
randomSelect;6500;1442;25879;10069
select;6500;1442;55498;21838
randomSelect;6500;1442;12981;7539
select;6500;1442;55318;21828
randomSelect;6500;1442;12409;5171
select;6500;1442;56555;23616
randomSelect;6500;1442;19166;12627
select;6500;1442;51110;21018
randomSelect;6600;5825;24587;11349
select;6600;5825;46400;21894
randomSelect;6600;5825;14736;9116
select;6600;5825;55916;22563
randomSelect;6600;5825;15173;12983
select;6600;5825;55210;21596
randomSelect;6600;5825;17193;6278
select;6600;5825;50203;20893
randomSelect;6600;5825;21725;12343
select;6600;5825;47783;21593
randomSelect;6600;5825;21459;12836
select;6600;5825;48534;21733
randomSelect;6600;5825;23344;9390
select;6600;5825;51618;21951
randomSelect;6600;5825;14102;6718
select;6600;5825;53421;22259
randomSelect;6600;5825;14686;7047
select;6600;5825;50614;23325
randomSelect;6600;5825;21952;8456
select;6600;5825;49933;21079
randomSelect;6600;5825;15528;7630
select;6600;5825;54098;23368
randomSelect;6600;5825;23168;6984
select;6600;5825;53259;22600
randomSelect;6600;5825;14596;6351
select;6600;5825;50174;22777
randomSelect;6600;5825;17934;6890
select;6600;5825;52898;22691
randomSelect;6600;5825;12174;7825
select;6600;5825;51330;22108
randomSelect;6600;5825;23690;7400
select;6600;5825;50525;23117
randomSelect;6600;5825;24565;8253
select;6600;5825;49332;21322
randomSelect;6600;5825;18933;7043
select;6600;5825;51085;22379
randomSelect;6600;5825;22952;13370
select;6600;5825;53692;21811
randomSelect;6600;5825;17669;10352
select;6600;5825;58888;26421
randomSelect;6600;5825;13318;6904
select;6600;5825;47053;21613
randomSelect;6600;5825;11112;7585
select;6600;5825;49736;21527
randomSelect;6600;5825;12146;6543
select;6600;5825;54851;22644
randomSelect;6600;5825;14741;6896
select;6600;5825;52661;23359
randomSelect;6600;5825;27362;9660
select;6600;5825;52187;23198
randomSelect;6600;5825;21691;6522
select;6600;5825;55438;22893
randomSelect;6600;5825;30415;6864
select;6600;5825;54747;22972
randomSelect;6600;5825;10157;7241
select;6600;5825;53371;21103
randomSelect;6600;5825;28937;8716
select;6600;5825;52229;23100
randomSelect;6600;5825;10925;7765
select;6600;5825;49025;21222
randomSelect;6600;5825;10993;7297
select;6600;5825;51613;21510
randomSelect;6600;5825;8158;6439
select;6600;5825;48951;21764
randomSelect;6600;5825;14430;6476
select;6600;5825;58529;24246
randomSelect;6600;5825;10853;6969
select;6600;5825;56639;23717
randomSelect;6600;5825;19203;7830
select;6600;5825;52277;22089
randomSelect;6600;5825;20500;7089
select;6600;5825;48037;22676
randomSelect;6600;5825;10159;6463
select;6600;5825;54565;22121
randomSelect;6600;5825;19248;7433
select;6600;5825;51087;22580
randomSelect;6600;5825;16355;7687
select;6600;5825;54321;21647
randomSelect;6600;5825;27107;12430
select;6600;5825;51000;23710
randomSelect;6600;5825;9589;7222
select;6600;5825;49054;22353
randomSelect;6600;5825;20392;8149
select;6600;5825;49248;20422
randomSelect;6600;5825;14593;7917
select;6600;5825;55175;22753
randomSelect;6600;5825;15004;11684
select;6600;5825;54504;21915
randomSelect;6600;5825;19415;8329
select;6600;5825;47243;21246
randomSelect;6600;5825;20046;6670
select;6600;5825;52061;20799
randomSelect;6600;5825;17597;8484
select;6600;5825;51002;21357
randomSelect;6600;5825;22768;10763
select;6600;5825;51194;22321
randomSelect;6600;5825;20299;9209
select;6600;5825;45085;21480
randomSelect;6600;5825;13451;8023
select;6600;5825;53460;24253
randomSelect;6600;5825;18136;6211
select;6600;5825;56264;22751
randomSelect;6600;5825;17387;12630
select;6600;5825;49704;22671
randomSelect;6600;5825;30564;13391
select;6600;5825;58523;22923
randomSelect;6600;5825;32079;12630
select;6600;5825;47820;21201
randomSelect;6600;5825;19803;6388
select;6600;5825;49490;21637
randomSelect;6600;5825;14426;9310
select;6600;5825;50626;21512
randomSelect;6600;5825;14083;10231
select;6600;5825;53557;22703
randomSelect;6600;5825;19051;9415
select;6600;5825;53377;20700
randomSelect;6600;5825;24854;14024
select;6600;5825;53314;22162
randomSelect;6600;5825;18566;6728
select;6600;5825;48738;21905
randomSelect;6600;5825;20685;9316
select;6600;5825;49537;23027
randomSelect;6600;5825;23077;13364
select;6600;5825;57160;22914
randomSelect;6600;5825;22770;10581
select;6600;5825;53936;21829
randomSelect;6600;5825;12231;8426
select;6600;5825;57763;21779
randomSelect;6600;5825;20884;13663
select;6600;5825;55345;22981
randomSelect;6600;5825;21153;9191
select;6600;5825;46707;20505
randomSelect;6600;5825;12566;6463
select;6600;5825;51684;22368
randomSelect;6600;5825;15178;6660
select;6600;5825;50037;22282
randomSelect;6600;5825;19027;8996
select;6600;5825;48849;22272
randomSelect;6600;5825;25913;13831
select;6600;5825;50278;21716
randomSelect;6600;5825;9790;7013
select;6600;5825;52222;22343
randomSelect;6600;5825;8451;6406
select;6600;5825;51385;22260
randomSelect;6600;5825;14943;6638
select;6600;5825;55060;21044
randomSelect;6600;5825;6599;5826
select;6600;5825;51656;22181
randomSelect;6600;5825;10396;7213
select;6600;5825;50510;22109
randomSelect;6600;5825;18677;6401
select;6600;5825;47951;21545
randomSelect;6600;5825;27038;10700
select;6600;5825;53157;23838
randomSelect;6600;5825;22017;6988
select;6600;5825;55080;21764
randomSelect;6600;5825;20613;12087
select;6600;5825;51731;23842
randomSelect;6600;5825;22173;11386
select;6600;5825;52600;21937
randomSelect;6600;5825;34677;11717
select;6600;5825;54576;22110
randomSelect;6600;5825;19052;9794
select;6600;5825;46870;20763
randomSelect;6600;5825;13368;6227
select;6600;5825;53172;23537
randomSelect;6600;5825;22710;7587
select;6600;5825;53493;22121
randomSelect;6600;5825;26215;11941
select;6600;5825;53407;22370
randomSelect;6600;5825;35548;9721
select;6600;5825;49533;21724
randomSelect;6600;5825;8564;6840
select;6600;5825;52012;22629
randomSelect;6600;5825;19608;7540
select;6600;5825;50488;22142
randomSelect;6600;5825;9885;7135
select;6600;5825;55158;21965
randomSelect;6600;5825;25223;7187
select;6600;5825;52763;22986
randomSelect;6600;5825;8341;6539
select;6600;5825;54023;22340
randomSelect;6600;5825;12716;8090
select;6600;5825;53738;22865
randomSelect;6600;5825;30495;11382
select;6600;5825;53314;21400
randomSelect;6600;5825;8481;6350
select;6600;5825;50388;22723
randomSelect;6600;5825;24279;15474
select;6600;5825;54076;21488
randomSelect;6600;5825;25708;7413
select;6600;5825;47827;19871
randomSelect;6600;5825;11349;7205
select;6600;5825;53036;22259
randomSelect;6600;5825;15563;7822
select;6600;5825;51747;23373
randomSelect;6600;5825;19116;8012
select;6600;5825;47852;21116
randomSelect;6600;5825;19234;7287
select;6600;5825;48696;21306
randomSelect;6700;3197;22350;16682
select;6700;3197;51030;22477
randomSelect;6700;3197;20107;9634
select;6700;3197;49547;21563
randomSelect;6700;3197;20360;8459
select;6700;3197;48350;22654
randomSelect;6700;3197;43128;30804
select;6700;3197;51745;21906
randomSelect;6700;3197;18395;9898
select;6700;3197;53626;22706
randomSelect;6700;3197;20076;6112
select;6700;3197;54494;21815
randomSelect;6700;3197;13465;7028
select;6700;3197;53206;23394
randomSelect;6700;3197;29866;14491
select;6700;3197;53392;23866
randomSelect;6700;3197;13494;8116
select;6700;3197;49754;21831
randomSelect;6700;3197;32141;16759
select;6700;3197;49163;22134
randomSelect;6700;3197;24589;14078
select;6700;3197;51758;21952
randomSelect;6700;3197;18777;10883
select;6700;3197;54453;21509
randomSelect;6700;3197;20544;11897
select;6700;3197;47258;21206
randomSelect;6700;3197;20187;8134
select;6700;3197;50594;22359
randomSelect;6700;3197;21849;7830
select;6700;3197;55729;21942
randomSelect;6700;3197;21552;13356
select;6700;3197;53974;21702
randomSelect;6700;3197;37504;17500
select;6700;3197;50205;22928
randomSelect;6700;3197;16437;10574
select;6700;3197;55605;22687
randomSelect;6700;3197;20796;10836
select;6700;3197;52260;22222
randomSelect;6700;3197;28520;5520
select;6700;3197;50426;21909
randomSelect;6700;3197;27775;10819
select;6700;3197;55753;22340
randomSelect;6700;3197;28136;10872
select;6700;3197;53937;23279
randomSelect;6700;3197;21439;11110
select;6700;3197;56231;23229
randomSelect;6700;3197;36753;18570
select;6700;3197;42333;19184
randomSelect;6700;3197;27996;12355
select;6700;3197;49650;21704
randomSelect;6700;3197;24036;7513
select;6700;3197;56284;23377
randomSelect;6700;3197;13774;5755
select;6700;3197;54280;23419
randomSelect;6700;3197;25778;10886
select;6700;3197;51839;23110
randomSelect;6700;3197;25575;14728
select;6700;3197;49414;21294
randomSelect;6700;3197;22219;8537
select;6700;3197;55996;22049
randomSelect;6700;3197;18631;9575
select;6700;3197;53007;21618
randomSelect;6700;3197;17969;12302
select;6700;3197;50446;22028
randomSelect;6700;3197;17375;9736
select;6700;3197;50197;22256
randomSelect;6700;3197;13368;7529
select;6700;3197;51466;21199
randomSelect;6700;3197;23112;13976
select;6700;3197;50448;21730
randomSelect;6700;3197;25444;9195
select;6700;3197;44442;21082
randomSelect;6700;3197;20596;7434
select;6700;3197;55050;21742
randomSelect;6700;3197;21210;10351
select;6700;3197;51209;22612
randomSelect;6700;3197;33640;14242
select;6700;3197;50480;22537
randomSelect;6700;3197;14384;7699
select;6700;3197;49516;22514
randomSelect;6700;3197;14903;7445
select;6700;3197;53325;23312
randomSelect;6700;3197;19785;13337
select;6700;3197;50850;21493
randomSelect;6700;3197;13746;5168
select;6700;3197;53099;21555
randomSelect;6700;3197;21823;10857
select;6700;3197;50285;21537
randomSelect;6700;3197;32811;21488
select;6700;3197;54507;23539
randomSelect;6700;3197;31896;9979
select;6700;3197;49902;21527
randomSelect;6700;3197;13577;6332
select;6700;3197;50908;21453
randomSelect;6700;3197;16659;5919
select;6700;3197;50836;21436
randomSelect;6700;3197;15099;10979
select;6700;3197;55425;23842
randomSelect;6700;3197;20224;10868
select;6700;3197;48753;22489
randomSelect;6700;3197;31066;9805
select;6700;3197;48497;21793
randomSelect;6700;3197;21805;11301
select;6700;3197;57364;22508
randomSelect;6700;3197;21282;11798
select;6700;3197;42924;19340
randomSelect;6700;3197;35206;20820
select;6700;3197;51401;23079
randomSelect;6700;3197;18256;8920
select;6700;3197;58740;23132
randomSelect;6700;3197;14756;7744
select;6700;3197;53692;22660
randomSelect;6700;3197;18612;10336
select;6700;3197;49790;22849
randomSelect;6700;3197;24893;13217
select;6700;3197;58087;22966
randomSelect;6700;3197;20575;8998
select;6700;3197;50896;22023
randomSelect;6700;3197;14856;8509
select;6700;3197;51331;22600
randomSelect;6700;3197;24095;15876
select;6700;3197;53170;22733
randomSelect;6700;3197;16897;10326
